,B Cells_marker_mean,CAFs_marker_mean,CD4 T_marker_mean,CD8 T_marker_mean,DC_marker_mean,Endothelial Cells_marker_mean,Macrophages_marker_mean,Mast Cells_marker_mean,Monocytes_marker_mean,Myofibroblasts_marker_mean,NK_marker_mean,Neutrophils_marker_mean,Cancer Cells_marker_mean,Unnamed: 0,cancer_type,reference_dataset,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,B Cells,CD8 T,Fibroblasts
TCGA-DE-A7U5-01A,41.743,304.718,48.343,12.019,17.272,84.897,258.036,3.766,4.929,256.991,32.345,2.898,1069.982,4510,THCA,simu_bulk_2ds_ref,0.03,0.0,0.03,0.007,0.0,0.0,0.541,0.041,0.068,0.174,0.012,0.095,0.0,0.0,0.0,0.0,0.03,0.007,0.186
TCGA-DJ-A3VJ-01A,9.942,212.414,27.559,12.613,11.31,300.624,178.045,5.246,5.032,276.426,30.898,2.202,1338.706,4511,THCA,simu_bulk_2ds_ref,0.008,0.0,0.023,0.006,0.005,0.0,0.607,0.022,0.185,0.048,0.043,0.051,0.001,0.0,0.0,0.0,0.008,0.011,0.091
TCGA-EM-A4FQ-01A,18.103,64.538,20.422,3.889,6.325,135.996,172.841,1.476,13.433,219.665,13.371,2.661,910.829,4512,THCA,simu_bulk_2ds_ref,0.018,0.0,0.003,0.0,0.0,0.0,0.767,0.031,0.055,0.009,0.04,0.076,0.0,0.0,0.0,0.0,0.018,0.0,0.049
TCGA-CE-A3MD-01A,11.866,162.473,17.103,7.787,8.75,348.35,170.905,2.807,1.0,490.765,35.603,2.211,590.297,4513,THCA,simu_bulk_2ds_ref,0.003,0.0,0.006,0.012,0.0,0.0,0.596,0.023,0.188,0.014,0.068,0.081,0.001,0.005,0.0,0.0,0.003,0.012,0.082
TCGA-ET-A25R-01A,4.228,151.619,27.379,2.309,15.916,146.679,73.527,1.053,3.279,286.659,11.28,1.0,841.465,4514,THCA,simu_bulk_2ds_ref,0.002,0.0,0.012,0.0,0.0,0.0,0.737,0.078,0.077,0.043,0.004,0.046,0.0,0.0,0.0,0.0,0.002,0.0,0.047
TCGA-EM-A3AP-01A,6.84,151.555,33.48,1.161,2.481,446.074,139.51,1.0,1.0,290.553,4.991,1.331,580.165,4515,THCA,simu_bulk_2ds_ref,0.01,0.0,0.001,0.0,0.0,0.0,0.63,0.0,0.157,0.017,0.128,0.057,0.001,0.0,0.0,0.0,0.01,0.0,0.14500000000000002
TCGA-EL-A4JZ-01A,33.712,297.083,71.521,22.733,13.225,342.591,723.671,11.103,7.977,338.581,63.241,3.421,898.095,4516,THCA,simu_bulk_2ds_ref,0.018,0.0,0.03,0.013,0.009,0.0,0.428,0.049,0.158,0.1,0.052,0.14,0.0,0.0,0.0,0.0,0.018,0.022,0.152
TCGA-FE-A23A-01A,84.49,75.235,26.404,18.87,5.635,72.583,215.0,2.5,2.925,258.344,55.106,2.689,679.853,4517,THCA,simu_bulk_2ds_ref,0.068,0.0,0.028,0.024,0.009,0.0,0.687,0.049,0.031,0.015,0.008,0.079,0.0,0.0,0.001,0.0,0.068,0.033,0.023
TCGA-BJ-A45K-01A,5.922,171.578,11.859,3.61,1.0,889.369,23.637,1.0,1.154,407.573,11.45,1.0,1135.895,4518,THCA,simu_bulk_2ds_ref,0.01,0.0,0.001,0.0,0.001,0.0,0.666,0.0,0.198,0.009,0.113,0.001,0.0,0.001,0.0,0.0,0.01,0.001,0.122
TCGA-DJ-A1QE-01A,5.523,178.58,18.707,6.263,15.889,83.589,59.479,2.144,3.18,217.436,3.842,1.0,1039.098,4519,THCA,simu_bulk_2ds_ref,0.001,0.001,0.008,0.0,0.0,0.0,0.766,0.034,0.07,0.09,0.003,0.026,0.0,0.0,0.0,0.0,0.002,0.0,0.093
TCGA-E8-A433-01A,9.498,151.837,13.815,3.29,15.176,145.516,137.774,1.709,1.598,410.192,18.254,1.0,1207.418,4520,THCA,simu_bulk_2ds_ref,0.004,0.0,0.014,0.0,0.0,0.0,0.721,0.046,0.076,0.05,0.034,0.053,0.0,0.001,0.001,0.0,0.004,0.0,0.084
TCGA-BJ-A18Z-01A,3.929,561.83,24.058,3.208,10.955,135.283,120.18,16.783,3.232,284.564,12.01,1.192,848.503,4521,THCA,simu_bulk_2ds_ref,0.0,0.0,0.02,0.0,0.0,0.0,0.589,0.049,0.082,0.172,0.012,0.072,0.002,0.0,0.0,0.0,0.0,0.0,0.184
TCGA-EL-A4K7-01A,4.555,38.935,7.364,2.025,4.157,93.995,61.368,1.0,3.94,344.025,10.162,1.188,1274.755,4522,THCA,simu_bulk_2ds_ref,0.0,0.0,0.001,0.0,0.0,0.0,0.906,0.018,0.027,0.006,0.006,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.012
TCGA-FY-A3W9-01A,7.731,89.848,7.711,1.852,1.417,418.504,44.146,1.0,1.0,220.352,7.943,1.206,754.542,4523,THCA,simu_bulk_2ds_ref,0.008,0.0,0.0,0.0,0.0,0.0,0.814,0.004,0.118,0.004,0.035,0.013,0.001,0.0,0.001,0.0,0.008,0.0,0.03900000000000001
TCGA-EM-A22P-01A,108.622,306.406,91.375,22.193,62.885,403.039,390.749,25.054,7.989,317.255,71.483,4.602,596.572,4524,THCA,simu_bulk_2ds_ref,0.017,0.063,0.039,0.001,0.022,0.0,0.316,0.06,0.176,0.152,0.056,0.094,0.002,0.001,0.001,0.0,0.08,0.023,0.208
TCGA-DJ-A2PX-01A,111.043,74.564,67.464,34.461,15.079,452.694,523.462,18.084,1.813,373.001,91.318,2.452,691.418,4525,THCA,simu_bulk_2ds_ref,0.054,0.021,0.026,0.021,0.01,0.0,0.471,0.028,0.18,0.024,0.064,0.099,0.001,0.001,0.0,0.0,0.075,0.031,0.088
TCGA-J8-A3YD-01A,4.0,56.587,8.465,4.906,6.389,476.561,42.054,1.0,1.0,256.87,9.211,1.0,636.443,4526,THCA,simu_bulk_2ds_ref,0.003,0.0,0.003,0.0,0.0,0.0,0.757,0.009,0.129,0.016,0.063,0.019,0.0,0.0,0.0,0.0,0.003,0.0,0.079
TCGA-EL-A3CV-01A,24.0,304.066,103.391,47.814,47.906,307.808,383.65,13.511,11.858,259.144,108.433,2.414,918.162,4527,THCA,simu_bulk_2ds_ref,0.009,0.013,0.035,0.019,0.026,0.0,0.329,0.079,0.185,0.171,0.034,0.099,0.001,0.0,0.001,0.001,0.022,0.045,0.20500000000000002
TCGA-EL-A3CM-01A,6.952,165.762,15.582,3.465,9.163,237.963,96.871,2.503,3.884,212.692,7.718,1.0,582.036,4528,THCA,simu_bulk_2ds_ref,0.001,0.004,0.004,0.0,0.0,0.0,0.601,0.041,0.177,0.092,0.033,0.046,0.0,0.001,0.0,0.0,0.005,0.0,0.125
TCGA-ET-A40Q-01A,38.053,111.402,27.16,12.875,13.666,80.303,254.429,1.52,6.358,213.04,22.865,1.685,668.151,4529,THCA,simu_bulk_2ds_ref,0.028,0.0,0.013,0.003,0.0,0.0,0.661,0.063,0.058,0.043,0.014,0.116,0.0,0.002,0.0,0.0,0.028,0.003,0.056999999999999995
TCGA-FK-A3SE-01A,4.735,150.79,27.885,2.0,8.914,165.626,62.975,1.016,2.605,206.943,3.358,1.568,1918.857,4530,THCA,simu_bulk_2ds_ref,0.004,0.0,0.003,0.0,0.0,0.0,0.751,0.018,0.149,0.033,0.015,0.025,0.001,0.0,0.0,0.0,0.004,0.0,0.048
TCGA-EM-A2OZ-01A,3.729,55.825,19.006,10.216,3.166,356.398,115.306,9.308,1.089,268.189,20.029,1.443,1030.607,4531,THCA,simu_bulk_2ds_ref,0.002,0.0,0.004,0.006,0.001,0.0,0.737,0.009,0.131,0.001,0.048,0.058,0.001,0.001,0.0,0.0,0.002,0.007,0.049
TCGA-ET-A3DW-01A,4.696,18.126,18.739,7.28,10.03,47.948,81.891,1.0,1.879,190.946,18.796,1.0,822.693,4532,THCA,simu_bulk_2ds_ref,0.002,0.0,0.004,0.0,0.0,0.0,0.866,0.048,0.03,0.001,0.002,0.045,0.0,0.0,0.0,0.0,0.002,0.0,0.003
TCGA-H2-A421-01A,91.534,119.412,30.451,20.705,5.922,171.741,347.966,2.524,2.192,171.879,50.376,2.096,711.655,4533,THCA,simu_bulk_2ds_ref,0.057,0.0,0.029,0.02,0.004,0.0,0.606,0.033,0.081,0.036,0.018,0.116,0.0,0.0,0.001,0.0,0.057,0.024,0.05399999999999999
TCGA-E8-A417-01A,30.005,29.449,19.585,15.205,5.296,127.436,158.095,1.0,1.0,228.251,47.075,1.999,592.844,4534,THCA,simu_bulk_2ds_ref,0.031,0.001,0.002,0.025,0.0,0.0,0.743,0.017,0.049,0.004,0.028,0.096,0.0,0.003,0.0,0.0,0.032,0.025,0.032
TCGA-EL-A3T2-01A,4.744,49.851,14.135,2.396,2.517,526.179,55.643,1.0,1.0,399.171,13.328,1.944,789.22,4535,THCA,simu_bulk_2ds_ref,0.003,0.001,0.0,0.001,0.0,0.0,0.762,0.005,0.163,0.002,0.046,0.016,0.0,0.0,0.0,0.0,0.004,0.001,0.048
TCGA-E3-A3E0-01A,8.566,68.962,31.899,15.355,3.294,378.541,194.801,1.0,1.287,455.058,27.899,1.553,1263.688,4536,THCA,simu_bulk_2ds_ref,0.009,0.0,0.011,0.014,0.001,0.0,0.703,0.003,0.147,0.003,0.037,0.072,0.001,0.0,0.0,0.0,0.009,0.015,0.04
TCGA-DJ-A3UW-01A,186.418,77.832,52.07,16.537,13.683,129.232,269.11,5.537,5.001,164.095,79.191,1.83,705.129,4537,THCA,simu_bulk_2ds_ref,0.083,0.005,0.039,0.007,0.006,0.0,0.515,0.058,0.088,0.073,0.022,0.101,0.0,0.002,0.0,0.0,0.08800000000000001,0.013000000000000001,0.095
TCGA-DJ-A3VG-01A,11.132,49.107,13.663,3.158,1.584,876.157,59.35,1.0,1.0,490.426,16.497,1.325,725.08,4538,THCA,simu_bulk_2ds_ref,0.016,0.0,0.0,0.002,0.001,0.0,0.659,0.002,0.18,0.001,0.121,0.017,0.0,0.001,0.001,0.0,0.016,0.003,0.122
TCGA-BJ-A28V-01A,3.985,112.208,8.491,6.346,1.0,738.361,25.749,1.0,1.825,354.068,7.279,1.0,888.496,4539,THCA,simu_bulk_2ds_ref,0.005,0.0,0.0,0.0,0.0,0.0,0.727,0.0,0.168,0.001,0.098,0.001,0.0,0.0,0.0,0.0,0.005,0.0,0.099
TCGA-EM-A2CJ-01A,14.312,298.82,14.951,4.822,2.279,260.621,96.763,1.162,1.0,426.391,6.051,1.0,724.69,4540,THCA,simu_bulk_2ds_ref,0.015,0.0,0.001,0.0,0.001,0.0,0.786,0.004,0.099,0.022,0.059,0.012,0.0,0.0,0.0,0.0,0.015,0.001,0.08099999999999999
TCGA-EM-A22O-01A,3.054,11.823,10.018,5.87,1.945,357.753,113.847,1.0,1.755,238.627,18.662,1.0,869.912,4541,THCA,simu_bulk_2ds_ref,0.001,0.0,0.0,0.003,0.0,0.0,0.849,0.003,0.057,0.003,0.02,0.056,0.0,0.006,0.001,0.0,0.001,0.003,0.023
TCGA-E3-A3DY-01A,25.444,72.682,31.212,11.421,7.997,218.873,253.628,1.474,1.296,195.621,28.606,1.067,913.755,4542,THCA,simu_bulk_2ds_ref,0.025,0.0,0.01,0.013,0.0,0.0,0.681,0.014,0.127,0.017,0.008,0.104,0.0,0.0,0.0,0.0,0.025,0.013,0.025
TCGA-BJ-A0ZH-01A,10.234,62.103,18.911,2.079,4.257,264.518,94.605,3.442,1.0,332.45,10.477,1.0,875.257,4543,THCA,simu_bulk_2ds_ref,0.003,0.0,0.007,0.0,0.0,0.0,0.698,0.029,0.111,0.007,0.067,0.077,0.0,0.0,0.0,0.0,0.003,0.0,0.07400000000000001
TCGA-BJ-A45J-01A,8.164,116.221,15.0,2.196,7.915,286.793,115.302,14.466,5.437,286.571,7.127,1.797,1137.398,4544,THCA,simu_bulk_2ds_ref,0.001,0.0,0.004,0.0,0.0,0.0,0.713,0.016,0.18,0.016,0.028,0.041,0.0,0.0,0.0,0.0,0.001,0.0,0.044
TCGA-FY-A3I5-01B,17.024,62.34,16.994,8.536,4.226,111.27,80.481,1.0,1.0,50.68,7.508,2.175,138.992,4545,THCA,simu_bulk_2ds_ref,0.03,0.029,0.007,0.0,0.02,0.005,0.723,0.01,0.069,0.023,0.046,0.035,0.0,0.0,0.002,0.0,0.059,0.02,0.069
TCGA-E8-A413-01A,6.612,329.854,33.475,7.334,24.055,144.365,145.735,1.352,5.311,270.964,19.922,2.1,822.643,4546,THCA,simu_bulk_2ds_ref,0.003,0.0,0.023,0.001,0.003,0.0,0.518,0.054,0.114,0.191,0.02,0.071,0.0,0.0,0.0,0.0,0.003,0.004,0.211
TCGA-FY-A3NM-01A,6.295,47.866,3.834,3.072,2.733,510.661,26.66,1.0,1.0,82.573,5.825,1.0,442.579,4547,THCA,simu_bulk_2ds_ref,0.018,0.0,0.001,0.0,0.0,0.0,0.757,0.003,0.153,0.0,0.063,0.003,0.0,0.001,0.0,0.0,0.018,0.0,0.063
TCGA-FY-A2QD-01A,6.374,255.053,12.733,5.742,1.0,283.239,22.885,1.0,1.0,198.941,3.162,1.966,1747.575,4548,THCA,simu_bulk_2ds_ref,0.022,0.0,0.0,0.0,0.0,0.0,0.888,0.0,0.047,0.0,0.043,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.043
TCGA-CE-A485-01A,6.466,268.078,32.655,5.642,16.153,442.845,180.539,7.358,12.944,294.954,33.576,3.934,743.662,4549,THCA,simu_bulk_2ds_ref,0.002,0.001,0.027,0.001,0.006,0.0,0.437,0.031,0.24,0.118,0.051,0.083,0.002,0.001,0.0,0.0,0.003,0.007,0.16899999999999998
TCGA-DJ-A13S-01A,6.388,83.053,14.481,2.364,1.0,388.769,59.798,1.0,1.129,124.339,3.049,1.048,357.417,4550,THCA,simu_bulk_2ds_ref,0.002,0.0,0.0,0.0,0.0,0.0,0.687,0.0,0.183,0.0,0.09,0.038,0.0,0.0,0.0,0.0,0.002,0.0,0.09
TCGA-ET-A3DR-01A,3.698,130.178,24.487,2.757,2.33,251.751,33.733,1.0,1.0,219.422,4.51,1.0,1588.531,4551,THCA,simu_bulk_2ds_ref,0.004,0.0,0.002,0.0,0.0,0.0,0.737,0.003,0.178,0.039,0.02,0.016,0.001,0.0,0.0,0.0,0.004,0.0,0.059
TCGA-DJ-A13O-01A,44.633,52.631,31.511,17.648,16.741,89.794,172.058,1.236,2.411,286.95,38.304,1.213,1075.921,4552,THCA,simu_bulk_2ds_ref,0.04,0.012,0.022,0.004,0.017,0.0,0.653,0.043,0.061,0.046,0.028,0.07,0.0,0.001,0.001,0.0,0.052000000000000005,0.021,0.074
TCGA-EM-A22N-01A,16.373,22.12,9.92,2.322,2.017,396.105,94.62,1.0,1.0,50.862,11.866,1.301,249.218,4553,THCA,simu_bulk_2ds_ref,0.057,0.0,0.0,0.0,0.0,0.0,0.648,0.0,0.125,0.0,0.126,0.041,0.0,0.003,0.0,0.0,0.057,0.0,0.126
TCGA-E8-A414-01A,12.617,336.998,36.622,6.145,20.966,192.09,205.888,10.445,4.462,381.231,20.6,7.688,874.395,4554,THCA,simu_bulk_2ds_ref,0.008,0.007,0.029,0.001,0.002,0.0,0.43,0.046,0.153,0.201,0.047,0.072,0.001,0.001,0.001,0.0,0.015,0.003,0.248
TCGA-ET-A3BU-01A,6.088,130.828,22.85,2.968,7.029,535.173,141.348,5.014,5.041,315.276,7.927,2.105,1157.897,4555,THCA,simu_bulk_2ds_ref,0.002,0.0,0.008,0.0,0.0,0.0,0.626,0.007,0.21,0.032,0.043,0.071,0.001,0.0,0.0,0.0,0.002,0.0,0.075
TCGA-EL-A3ZT-01A,4.215,96.455,14.522,11.385,2.523,223.873,54.453,1.957,1.0,254.394,12.656,1.274,1146.479,4556,THCA,simu_bulk_2ds_ref,0.001,0.0,0.002,0.004,0.0,0.0,0.753,0.002,0.122,0.008,0.049,0.058,0.001,0.0,0.0,0.0,0.001,0.004,0.057
TCGA-ET-A39S-01A,5.985,174.014,15.576,4.221,8.736,443.336,95.129,10.584,2.357,311.572,9.609,3.933,934.131,4557,THCA,simu_bulk_2ds_ref,0.006,0.0,0.014,0.0,0.001,0.0,0.595,0.022,0.2,0.056,0.057,0.046,0.001,0.0,0.0,0.0,0.006,0.001,0.113
TCGA-EM-A3O6-01A,5.906,108.365,10.552,2.456,1.051,1407.605,51.505,1.0,2.484,162.276,18.74,1.028,433.776,4558,THCA,simu_bulk_2ds_ref,0.018,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.2,0.0,0.117,0.009,0.0,0.004,0.0,0.0,0.018,0.0,0.117
TCGA-ET-A3DU-01A,290.935,122.894,74.111,58.923,16.286,140.446,677.2,52.565,8.037,225.016,237.454,3.595,1052.23,4559,THCA,simu_bulk_2ds_ref,0.106,0.001,0.035,0.022,0.015,0.0,0.462,0.059,0.067,0.088,0.005,0.136,0.0,0.001,0.001,0.0,0.107,0.037,0.093
TCGA-DJ-A1QN-01A,2.976,105.806,50.693,6.056,11.518,577.534,226.641,7.613,5.115,294.169,28.335,1.893,757.122,4560,THCA,simu_bulk_2ds_ref,0.001,0.0,0.023,0.001,0.0,0.0,0.589,0.03,0.187,0.03,0.049,0.084,0.001,0.004,0.0,0.0,0.001,0.001,0.079
TCGA-ET-A3DP-01A,3.648,82.877,48.542,6.853,24.516,397.016,224.319,15.764,2.716,289.039,22.984,6.086,1073.807,4561,THCA,simu_bulk_2ds_ref,0.002,0.0,0.018,0.001,0.007,0.0,0.587,0.042,0.19,0.039,0.039,0.073,0.0,0.001,0.001,0.0,0.002,0.008,0.078
TCGA-FY-A3NN-01A,1.981,18.099,16.339,2.039,5.471,92.155,104.74,3.407,1.02,175.036,5.509,1.999,596.449,4562,THCA,simu_bulk_2ds_ref,0.001,0.0,0.0,0.0,0.0,0.0,0.776,0.019,0.057,0.0,0.04,0.106,0.0,0.0,0.0,0.0,0.001,0.0,0.04
TCGA-DJ-A3V9-01A,17.415,140.799,24.049,6.234,6.663,449.48,246.463,23.035,1.213,371.448,10.557,2.951,958.763,4563,THCA,simu_bulk_2ds_ref,0.016,0.0,0.013,0.0,0.001,0.0,0.586,0.007,0.188,0.043,0.069,0.076,0.0,0.0,0.0,0.0,0.016,0.001,0.112
TCGA-E8-A2JQ-01A,150.947,117.217,62.345,77.09,19.688,130.491,464.391,3.743,2.928,189.272,279.049,3.052,860.788,4564,THCA,simu_bulk_2ds_ref,0.065,0.002,0.051,0.053,0.017,0.0,0.487,0.062,0.066,0.085,0.012,0.098,0.0,0.0,0.0,0.0,0.067,0.07,0.097
TCGA-EM-A4FH-01A,12.579,33.081,2.848,2.183,1.0,853.727,12.629,1.0,1.0,167.955,17.927,1.0,639.7,4565,THCA,simu_bulk_2ds_ref,0.016,0.0,0.001,0.0,0.0,0.0,0.696,0.0,0.17,0.01,0.102,0.001,0.0,0.004,0.0,0.0,0.016,0.0,0.11199999999999999
TCGA-IM-A420-01A,73.524,52.672,32.78,16.74,5.291,111.401,279.362,1.087,1.28,236.952,46.514,2.126,916.903,4566,THCA,simu_bulk_2ds_ref,0.046,0.0,0.024,0.026,0.003,0.0,0.695,0.02,0.058,0.022,0.005,0.099,0.0,0.0,0.0,0.0,0.046,0.028999999999999998,0.027
TCGA-EM-A22K-01A,9.397,39.154,19.432,3.3,2.651,859.118,75.906,1.0,1.494,214.046,16.083,3.773,585.386,4567,THCA,simu_bulk_2ds_ref,0.014,0.0,0.002,0.003,0.0,0.0,0.654,0.0,0.189,0.005,0.085,0.046,0.0,0.001,0.0,0.0,0.014,0.003,0.09000000000000001
TCGA-EM-A2P0-01A,3.708,95.934,15.249,3.192,7.827,370.758,79.559,2.797,2.156,224.428,12.0,1.698,857.782,4568,THCA,simu_bulk_2ds_ref,0.005,0.0,0.004,0.0,0.0,0.0,0.691,0.018,0.186,0.028,0.025,0.041,0.001,0.0,0.0,0.0,0.005,0.0,0.053000000000000005
TCGA-BJ-A28R-01A,41.77,65.666,34.834,23.7,7.546,194.349,177.363,2.185,1.767,417.923,33.883,1.816,1023.407,4569,THCA,simu_bulk_2ds_ref,0.027,0.0,0.013,0.024,0.005,0.0,0.667,0.03,0.114,0.015,0.025,0.077,0.0,0.0,0.0,0.0,0.027,0.029,0.04
TCGA-ET-A3BX-01A,2.667,39.819,26.714,1.642,9.415,46.107,185.347,1.192,6.11,120.247,5.173,1.625,1561.788,4570,THCA,simu_bulk_2ds_ref,0.0,0.0,0.005,0.0,0.0,0.0,0.866,0.02,0.024,0.013,0.002,0.07,0.001,0.0,0.0,0.0,0.0,0.0,0.015
TCGA-FY-A4B4-01A,8.284,80.073,26.076,3.793,8.663,264.982,164.887,9.429,2.644,246.526,19.441,2.092,1031.962,4571,THCA,simu_bulk_2ds_ref,0.005,0.0,0.015,0.0,0.0,0.0,0.66,0.023,0.125,0.038,0.019,0.112,0.001,0.001,0.0,0.0,0.005,0.0,0.056999999999999995
TCGA-ET-A3DQ-01A,74.685,359.298,64.5,18.764,25.632,331.702,160.699,5.034,3.456,266.98,43.719,2.545,438.609,4572,THCA,simu_bulk_2ds_ref,0.051,0.028,0.038,0.01,0.025,0.0,0.424,0.028,0.188,0.076,0.06,0.069,0.001,0.001,0.001,0.0,0.079,0.035,0.136
TCGA-ET-A3DO-01A,138.038,83.585,48.484,22.685,11.345,110.333,267.501,8.573,3.244,283.429,86.674,2.039,1000.771,4573,THCA,simu_bulk_2ds_ref,0.058,0.0,0.042,0.025,0.008,0.0,0.586,0.056,0.076,0.043,0.006,0.097,0.001,0.0,0.0,0.0,0.058,0.033,0.048999999999999995
TCGA-E8-A416-01A,14.837,222.999,12.967,16.809,9.536,243.412,53.913,2.217,1.939,219.907,23.113,1.018,574.533,4574,THCA,simu_bulk_2ds_ref,0.025,0.005,0.01,0.001,0.022,0.0,0.636,0.01,0.123,0.103,0.044,0.019,0.0,0.001,0.001,0.0,0.030000000000000002,0.023,0.147
TCGA-DJ-A1QG-01A,2.351,28.872,15.345,4.256,2.212,602.714,90.454,5.233,1.147,160.088,11.637,1.409,236.845,4575,THCA,simu_bulk_2ds_ref,0.0,0.0,0.0,0.001,0.0,0.0,0.639,0.0,0.203,0.0,0.098,0.056,0.0,0.003,0.0,0.0,0.0,0.001,0.098
TCGA-EM-A2OY-01A,1.572,4.834,3.824,1.0,1.0,187.013,23.499,1.0,1.0,15.743,3.127,1.0,223.456,4576,THCA,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.0,0.0,0.861,0.001,0.054,0.0,0.073,0.009,0.0,0.001,0.001,0.0,0.0,0.0,0.073
TCGA-EL-A3CP-01A,2.37,155.579,13.479,3.548,4.675,163.714,21.307,1.944,1.122,271.288,3.143,1.0,797.229,4577,THCA,simu_bulk_2ds_ref,0.001,0.0,0.001,0.0,0.0,0.0,0.718,0.016,0.167,0.058,0.03,0.007,0.001,0.0,0.0,0.0,0.001,0.0,0.088
TCGA-BJ-A45F-01A,11.95,59.872,5.499,1.0,1.238,251.359,48.571,8.685,1.0,194.772,3.782,1.035,250.537,4578,THCA,simu_bulk_2ds_ref,0.011,0.0,0.0,0.0,0.0,0.0,0.645,0.001,0.173,0.0,0.13,0.04,0.0,0.0,0.0,0.0,0.011,0.0,0.13
TCGA-EM-A4FV-01A,66.636,77.289,54.74,16.077,12.595,561.679,465.843,5.841,2.821,273.756,57.535,4.668,687.18,4579,THCA,simu_bulk_2ds_ref,0.041,0.008,0.022,0.017,0.003,0.0,0.535,0.021,0.172,0.024,0.041,0.113,0.001,0.002,0.001,0.0,0.049,0.02,0.065
TCGA-EM-A2P1-01A,113.44,81.365,84.176,48.044,19.313,94.405,332.574,7.161,2.654,126.264,79.712,1.812,617.372,4580,THCA,simu_bulk_2ds_ref,0.051,0.071,0.069,0.033,0.016,0.0,0.376,0.071,0.09,0.109,0.008,0.105,0.001,0.001,0.0,0.0,0.122,0.049,0.11699999999999999
TCGA-EL-A4JW-01A,8.424,164.76,22.637,7.841,5.662,351.923,122.933,2.957,2.222,216.308,16.527,2.987,1024.875,4581,THCA,simu_bulk_2ds_ref,0.016,0.0,0.006,0.002,0.0,0.0,0.662,0.011,0.144,0.043,0.08,0.036,0.0,0.0,0.0,0.0,0.016,0.002,0.123
TCGA-EM-A3AI-01A,8.916,57.321,7.979,2.138,1.0,687.209,56.137,1.0,1.0,167.276,4.395,1.0,468.564,4582,THCA,simu_bulk_2ds_ref,0.013,0.0,0.0,0.0,0.0,0.0,0.755,0.0,0.121,0.0,0.102,0.007,0.0,0.0,0.0,0.0,0.013,0.0,0.102
TCGA-EL-A3GX-01A,5.814,23.642,45.748,6.646,15.608,119.615,332.295,1.0,3.737,167.093,22.012,2.825,792.251,4583,THCA,simu_bulk_2ds_ref,0.002,0.0,0.009,0.002,0.0,0.0,0.724,0.023,0.038,0.008,0.002,0.191,0.001,0.0,0.0,0.0,0.002,0.002,0.01
TCGA-FY-A3NP-01A,13.161,50.815,11.045,2.397,1.846,449.632,71.673,2.892,1.029,285.936,12.862,1.653,487.445,4584,THCA,simu_bulk_2ds_ref,0.016,0.0,0.001,0.0,0.0,0.0,0.764,0.0,0.128,0.0,0.062,0.026,0.0,0.002,0.0,0.0,0.016,0.0,0.062
TCGA-FY-A4B3-01A,6.639,415.327,15.95,9.16,6.402,299.536,48.953,4.355,2.8,198.457,2.919,2.112,1374.747,4585,THCA,simu_bulk_2ds_ref,0.002,0.0,0.008,0.0,0.0,0.0,0.695,0.02,0.159,0.07,0.015,0.03,0.001,0.0,0.0,0.0,0.002,0.0,0.085
TCGA-ET-A39R-01A,76.738,160.465,71.443,47.823,18.06,294.058,672.046,3.936,1.837,232.446,210.353,4.114,682.236,4586,THCA,simu_bulk_2ds_ref,0.034,0.001,0.038,0.049,0.007,0.0,0.484,0.047,0.151,0.046,0.023,0.115,0.001,0.002,0.0,0.0,0.035,0.056,0.069
TCGA-EL-A3CY-01A,87.678,213.679,265.602,58.683,100.365,418.914,854.21,42.414,10.692,213.445,102.735,7.844,542.49,4587,THCA,simu_bulk_2ds_ref,0.012,0.054,0.049,0.001,0.039,0.032,0.163,0.131,0.169,0.152,0.037,0.155,0.002,0.001,0.001,0.001,0.066,0.04,0.189
TCGA-EM-A4FM-01A,6.739,266.826,19.442,3.354,15.303,91.716,70.616,14.705,2.193,277.132,8.678,1.0,820.985,4588,THCA,simu_bulk_2ds_ref,0.001,0.0,0.015,0.0,0.0,0.0,0.698,0.092,0.044,0.118,0.01,0.021,0.0,0.0,0.0,0.0,0.001,0.0,0.128
TCGA-DJ-A4UL-01A,3.474,68.305,19.436,9.707,5.779,265.479,235.38,3.495,1.73,348.826,56.832,2.254,1035.584,4589,THCA,simu_bulk_2ds_ref,0.001,0.0,0.012,0.011,0.0,0.0,0.724,0.01,0.094,0.007,0.048,0.089,0.0,0.004,0.001,0.0,0.001,0.011,0.055
TCGA-KS-A4I1-01A,7.258,80.394,16.866,8.751,3.786,130.588,117.123,2.36,1.0,400.686,31.251,1.732,1011.264,4590,THCA,simu_bulk_2ds_ref,0.001,0.0,0.012,0.0,0.004,0.0,0.833,0.03,0.044,0.023,0.01,0.038,0.001,0.0,0.002,0.0,0.001,0.004,0.033
TCGA-EM-A2P3-01A,6.715,350.218,26.394,2.321,15.916,115.109,121.315,5.425,3.728,371.849,9.138,1.306,934.575,4591,THCA,simu_bulk_2ds_ref,0.004,0.0,0.009,0.0,0.0,0.0,0.608,0.05,0.103,0.15,0.019,0.055,0.001,0.0,0.0,0.0,0.004,0.0,0.16899999999999998
